v	mu	x	xc	px	px_acc
1.53194	-3.03384	4	18	0.0511455	0.0511455
0.437938	2.50211	25	7	0.0303544	0.0303544
1.35775	0.969592	1402	684	0.000727045	0.000727045
3.73924	-3.34545	222	58	0.000239039	0.000239039
3.20237	-1.603	42	577	0.00481488	0.00481488
0.667491	-1.98787	5	3	0.0134539	0.0134539
2.83559	3.72249	286	63	0.00195413	0.00195413
2.16909	3.26977	498	34	0.00784395	0.00784395
0.684572	-3.32269	77	817	0.00353134	0.00353134
0.504906	0.461504	76	855	2.57304E-06	2.57304E-06
3.17754	3.62896	17	1	0.192137	0.191501
0.000682344	1.38742	590	738	1.88328E-179	1.88328E-179
2.02693	-1.93603	48	60	0.00512499	0.00512499
0.00728946	2.52455	1911	6065	0	0
0.474079	-0.4556	33	4	0.000964628	0.000964628
1.91431	-3.86165	14	13	0.000967429	0.000967429
2.26193	1.82787	1236	4135	3.63757E-05	3.63757E-05
0.982729	-3.09329	45	424	0.00688086	0.00688086
0.273675	1.59157	151	2257	2.63284E-17	2.63284E-17
3.06086	3.62645	10	10	0.00590954	0.00590954
1.25096	3.15899	141	267	1.26305E-05	1.26305E-05
2.294	-0.695821	406	2043	0.00064616	0.00064616
2.431	-3.21541	47	118	0.00261075	0.00261075
1.19637	0.661801	21	230	0.000417986	0.000417986
0.0682863	-1.82554	2	57	0.0138247	0.0138247
0.893612	-3.75246	13	109	0.00953811	0.00953811
2.0485	-2.02004	563	163	0.000165641	0.000165641
0.50362	3.09833	751	450	2.73183E-06	2.73183E-06
1.38151	-0.0476945	1451	176	0.000401937	0.000401937
0.972252	-1.03887	31	34	0.0157073	0.0157073
0.942029	-1.84802	812	414	5.17834E-05	5.17834E-05
3.31905	4.24004	24	29	0.000913577	0.000913577
1.65579	-2.33151	226	686	0.00116358	0.00116358
1.59307	2.64066	2000	1601	5.67803E-05	5.67803E-05
1.50103	-3.48722	1921	227	4.38939E-08	4.38939E-08
0.629095	-2.8345	20	15	7.66029E-05	7.66029E-05
1.02329	-3.89668	492	54	1.33007E-10	1.33007E-10
0.208483	-0.427378	87	108	0.015702	0.015702
0.151927	4.11433	15	11	2.23751E-10	2.23751E-10
1.47639	3.54419	448	122	0.000630868	0.000630868
3.49422	2.66077	55	625	0.00010407	0.00010407
1.04683	-4.40672	86	4	9.0852E-12	9.0852E-12
1.02073	2.86345	267	1182	1.75817E-07	1.75817E-07
0.194113	-2.37654	5	20	0.0569892	0.0569892
2.54464	3.2333	5674	2378	4.98023E-05	4.98023E-05
1.11468	0.539427	294	182	0.00334292	0.00334292
2.15534	4.42399	65	104	2.76354E-05	2.76354E-05
3.80857	-2.20968	54	4793	0.00196883	0.00193019
3.10545	1.6802	52	93	0.00297924	0.00297924
1.36677	1.7494	474	10	0.00689953	0.00689952
0.0289069	1.39546	310	15	4.06924E-09	4.06924E-09
1.43175	4.31591	241	2733	1.97789E-10	1.97789E-10
3.19628	3.00086	449	1849	2.92559E-05	2.92559E-05
1.5859	3.22439	10	97	3.86972E-06	3.86972E-06
0.0930473	3.78913	151	8	0.0276313	0.0276313
0.329593	-1.19954	304	25	2.15044E-10	2.15044E-10
1.48624	2.42738	2005	356	0.000918199	0.000918199
0.0348414	0.630309	595	152	2.85689E-05	2.85689E-05
0.0250913	0.932247	523	643	1.11042E-12	1.11042E-12
0.12315	3.79501	60	29	3.67895E-13	3.67895E-13
1.3169	0.0730802	274	148	0.00322284	0.00322284
3.41176	-0.449582	206	103	0.00259201	0.00259201
0.943362	1.3877	77	44	0.0101854	0.0101854
4.64109E-05	4.5296	62	215	0	0
0.62036	-2.7503	146	177	3.57796E-05	3.57796E-05
1.94777	-2.70526	38	52	0.00307925	0.00307925
0.583928	-1.98028	112	105	0.000294761	0.000294761
0.179968	2.40051	14	19	5.32393E-07	5.32393E-07
0.665252	0.167649	178	89	0.00663491	0.00663491
3.10886	1.63062	28	486	0.0003395	0.0003395
1.14625	-3.12351	972	517	2.38676E-06	2.38676E-06
1.77036	1.3936	83	46	0.00840893	0.00840893
2.88238	-4.49281	41	25	0.000217059	0.000217059
0.250652	-2.05975	421	317	9.60809E-08	9.60809E-08
3.11178	-0.719254	33	10	0.0160838	0.0160838
1.99942	1.57914	88	4038	2.25374E-06	2.25264E-06
3.6173	2.02796	289	86	0.00288435	0.00288435
0.649209	-2.43739	3294	3871	5.16531E-06	5.16531E-06
0.0444778	0.378493	124	40	0.00108513	0.00108513
0.0382827	2.41662	68	98	6.83641E-29	6.83641E-29
0.265465	1.8747	2	45	5.53275E-12	5.53275E-12
1.08569	1.99071	95	3602	2.15884E-09	2.15764E-09
0.51042	4.09387	46	527	4.57136E-20	4.57136E-20
3.90853	0.511031	550	847	0.000539892	0.000539892
0.311015	-0.909429	3716	227	1.16713E-12	1.16713E-12
0.0390985	4.50806	124	411	1.50269E-149	1.50269E-149
2.79104	-2.39189	51	968	0.00464362	0.00464362
1.89171	0.275798	19	360	0.00106524	0.00106524
1.41189	3.59034	192	24	0.00721426	0.00721426
0.0815132	-3.39445	4965	119	4.33236E-127	4.33054E-127
2.48055	-0.687326	55	40	0.00886214	0.00886214
1.33835	-2.80728	246	138	5.54232E-05	5.54232E-05
0.139219	-0.50883	5	10	0.169566	0.169566
1.83658	2.05645	3871	149	0.00138198	0.00138206
2.57414	0.691438	144	163	0.00285249	0.00285249
0.565304	-3.02492	175	22	1.35198E-11	1.35198E-11
0.14921	-2.48318	151	110	7.08737E-13	7.08737E-13
0.619885	-2.02408	494	47	3.65105E-09	3.65105E-09
0.00987577	-1.66052	36	240	0.0306344	0.0306344
0.326134	-1.53553	149	100	4.81398E-05	4.81398E-05
0.679288	2.72197	334	364	8.75943E-06	8.75943E-06
1.38352	2.1134	854	8966	3.24987E-07	3.24974E-07
0.852671	3.37217	35	15	0.0014441	0.0014441
0.227683	4.04322	6	7	8.02661E-08	8.02661E-08
1.60344	-3.95857	187	93	6.19017E-06	6.19017E-06
1.60528	2.35985	4	9	0.0072363	0.0072363
0.913097	0.825132	58	34	0.0182049	0.0182049
3.72632	-3.64074	5	10	0.02111	0.02111
3.74845	-0.971696	1112	2226	0.000274983	0.000274983
2.54892	-2.79286	543	239	0.000116613	0.000116613
0.259875	1.92507	112	74	0.000300726	0.000300726
1.37769	-3.20077	60	7	3.51764E-06	3.51764E-06
3.69985	3.04107	685	516	0.000252319	0.000252319
1.35553	1.69647	95	185	0.000705719	0.000705719
0.00489072	2.30118	6	3	0.0360836	0.0360836
1.69787	0.855645	8	16	0.0281408	0.0281408
1.06717	-3.44478	107	30	6.78316E-07	6.78316E-07
3.83897	4.03867	1991	100	0.00185422	0.00185422
0.0240277	-3.47846	158	131	4.77762E-78	4.77762E-78
0.645769	-4.27271	15	97	0.000744347	0.000744347
0.500201	1.7279	7042	2687	0.000161761	0.000161761
1.06686	-3.09543	238	713	0.000336448	0.000336448
0.808303	3.99084	56	507	7.0251E-13	7.0251E-13
3.4134	-3.36611	17	25	0.00599119	0.00599119
0.0529028	1.43522	47	263	1.21784E-31	1.21784E-31
3.31322	-3.0239	401	68	0.000117533	0.000117533
0.0965404	4.38796	109	115	9.65254E-40	9.65254E-40
3.88338	2.94686	90	147	0.000794293	0.000794293
2.02956	0.0510787	31	295	0.00269353	0.00269353
0.439241	1.52136	20	188	1.43889E-08	1.43889E-08
1.19939	-2.0305	200	5619	0.000927625	0.000925705
3.67831	-3.25322	354	2413	0.00052916	0.00052916
3.41499	-3.55021	134	100	0.000436882	0.000436882
3.54153	4.02332	19	23	0.00174262	0.00174262
0.541658	-4.23865	91	62	9.7421E-11	9.7421E-11
1.06186	-2.75255	32	354	0.0123342	0.0123342
0.43123	-1.94865	8	52	0.075335	0.075335
3.78886	-3.37745	32	20	0.00241237	0.00241237
0.893015	0.319654	10	107	0.00103678	0.00103678
0.0291911	-4.05146	4	6	1.99624E-05	1.99751E-05
3.22928	3.58718	24	258	4.2625E-05	4.2625E-05
2.33181	4.32381	395	633	7.80841E-06	7.80841E-06
1.37965	-1.39854	12	67	0.0308756	0.0308756
3.04022	4.40701	23	148	1.90266E-05	1.90266E-05
0.0775739	4.45448	171	2	0.252694	0.253377
0.12474	4.43247	1271	19	0.0443774	0.0444777
0.159472	-0.397015	138	13	2.8715E-09	2.8715E-09
0.679992	-1.41956	82	26	0.000246823	0.000246823
0.0348826	-2.28185	826	2371	3.83066E-12	3.83066E-12
0.943636	0.432322	6	60	0.00205286	0.00205286
2.0262	2.06039	8	98	0.000260134	0.000260134
3.69582	2.8675	75	57	0.00259264	0.00259264
0.315749	-3.83153	170	238	5.16751E-11	5.16751E-11
3.8937	-0.712896	1007	363	0.000514946	0.000514946
0.018247	-3.84628	3422	1635	6.17711E-242	6.17711E-242
0.0720029	3.36933	8	83	4.0163E-51	4.0163E-51
1.34153	2.07674	686	72	0.00519087	0.00519087
0.752956	2.70418	7148	246	0.00143586	0.00143705
1.30172	-1.86762	49	236	0.00827441	0.00827441
3.13705	-3.68536	848	222	2.2943E-05	2.2943E-05
0.0190035	-0.74009	44	100	0.0535768	0.0535768
0.0869897	2.73516	1	37	1.69423E-27	1.69423E-27
0.267525	4.42459	76	1743	4.47791E-47	4.47791E-47
1.31425	4.11629	9	9	0.000302375	0.000302375
0.092289	2.41552	4586	438	0.00316735	0.00316735
0.206123	-2.76443	2151	45	5.70744E-45	5.70743E-45
0.139837	4.14073	292	5265	3.86459E-78	3.86463E-78
0.96643	1.66011	691	1459	4.33428E-05	4.33428E-05
0.0174435	0.164697	170	442	3.02543E-13	3.02543E-13
1.38678	0.783388	290	2495	5.85661E-05	5.85661E-05
3.12686	0.499648	47	97	0.00558081	0.00558081
1.1577	3.84973	134	208	1.73252E-06	1.73252E-06
1.1602	-0.738782	14	31	0.0366709	0.0366709
0.0189966	-1.69781	2172	771	1.84353E-81	1.84353E-81
0.142313	4.10293	261	197	1.0328E-23	1.0328E-23
1.83127	-0.872762	57	55	0.00836061	0.00836061
3.11501	-0.379687	8	2	0.0777291	0.0777291
0.00158761	-3.23462	3	6	0.00417798	0.0036418
0.329439	-3.88675	149	60	9.50048E-17	9.50048E-17
3.66871	3.83907	7	4	0.0218066	0.0218066
0.00982683	-2.35557	14	24	2.50339E-06	2.50339E-06
0.681517	3.15504	1469	73	0.0067706	0.0067706
0.0127217	-3.66444	104	327	1.05309E-48	1.05309E-48
0.541767	2.41622	4969	155	0.00130334	0.00130056
0.795342	1.07357	403	83	0.00548104	0.00548104
0.678987	3.44702	9	8	0.000271392	0.000271392
0.12076	-1.98269	14	84	0.068124	0.068124
1.11219	-3.68964	2	9	0.0599132	0.0599144
3.58526	-4.06176	75	36	0.000357991	0.000357991
3.44851	3.88751	195	6124	4.70326E-07	4.68672E-07
3.27722	-2.57063	39	77	0.00495514	0.00495514
0.0183205	1.43304	182	192	8.33932E-19	8.33932E-19
2.57854	-2.43169	78	288	0.00316756	0.00316756
0.940958	-0.567339	34	75	0.0167272	0.0167272
0.743511	2.31355	3882	127	0.00164851	0.00164829
1.99396	-2.20492	104	543	0.00299446	0.00299446
2.76786	-1.34609	2	18	0.101792	0.101792
0.157608	-3.59374	5	37	0.0101229	0.0101229
3.94454	2.30341	1307	80	0.00257868	0.00257868
1.89327	0.248789	467	119	0.00219109	0.00219109
3.2257	3.94743	39	42	0.000922252	0.000922252
1.47335	-2.63022	56	541	0.00616866	0.00616866
2.21627	-3.04587	2	26	0.124998	0.125003
2.36875	0.208597	7	76	0.00968582	0.00968582
1.16438	-2.08781	24	30	0.00665819	0.00665819
0.611577	-3.18674	365	27	9.99158E-14	9.99158E-14
1.1523	3.76225	53	52	3.88201E-05	3.88201E-05
0.257787	2.66283	282	8	0.0254548	0.0254548
0.037965	0.0207058	191	9	3.28158E-21	3.28158E-21
0.00140741	-1.16799	128	20	4.29494E-56	4.29494E-56
1.79162	4.45012	51	54	4.36317E-05	4.36317E-05
0.065066	-2.575	835	2006	1.09591E-12	1.09591E-12
0.00324965	0.703337	5	24	6.58345E-08	6.58345E-08
0.889258	-2.28923	3440	1627	2.14467E-06	2.14467E-06
2.2972	-1.35985	3030	59	1.03386E-05	1.03229E-05
0.119297	-1.50904	1288	2630	9.64865E-05	9.64865E-05
0.0243119	3.39067	5033	6299	8.33187E-119	8.33187E-119
1.56738	-2.55273	1991	1178	2.1021E-05	2.1021E-05
0.0311075	3.69061	11	16	5.35207E-18	5.35207E-18
3.78462	1.93452	2193	197	0.00110003	0.00110003
1.59227	-4.42991	17	44	0.000707322	0.000707322
0.0269535	-2.87776	34	30	1.2618E-21	1.2618E-21
3.03182	1.10004	94	151	0.00262417	0.00262417
2.49498	0.878938	345	317	0.00134608	0.00134608
0.514982	4.44208	16	55	4.41556E-14	4.41556E-14
0.639312	0.877493	7	32	0.00187484	0.00187484
1.52166	-0.384085	1	23	0.0363819	0.0363819
0.0171128	3.2092	11	14	2.10329E-13	2.10329E-13
2.11389	2.54668	504	1126	5.55006E-05	5.55006E-05
3.04346	3.27016	25	133	0.000202265	0.000202265
0.374145	3.8894	990	1624	8.22962E-15	8.22962E-15
1.81031	-3.22336	11	34	0.0114761	0.0114761
0.141647	1.20672	8	4	0.162122	0.162122
0.402411	-3.04275	69	38	7.40281E-09	7.40281E-09
0.683451	-3.74662	7549	635	4.38858E-16	4.3884E-16
2.31029	4.576	2080	1601	5.17522E-06	5.17522E-06
3.61776	2.77961	3676	180	0.00121168	0.00121168
2.41124	3.88208	4425	3733	7.29005E-06	7.29005E-06
0.111509	3.17822	73	24	3.23478E-07	3.23478E-07
0.277062	-1.94462	103	27	1.45127E-09	1.45127E-09
2.16837	0.879501	2	127	0.000647298	0.000647303
3.16143	-3.95301	99	12	6.7984E-05	6.7984E-05
0.0199634	-3.23886	139	36	5.80318E-101	5.80318E-101
3.23229	-1.64487	27	11	0.010429	0.010429
3.50281	-0.045655	152	217	0.00234823	0.00234823
3.76155	2.25109	123	1929	6.38955E-05	6.38955E-05
1.32388	-2.85701	13	366	0.0243744	0.0243744
3.88557	1.13285	105	1431	0.000340085	0.000340085
0.526463	2.83593	2	36	2.65361E-10	2.65361E-10
1.77306	1.36505	289	1231	0.000137469	0.000137469
1.80522	-1.84807	203	1554	0.00163492	0.00163492
0.8297	4.21729	106	185	8.77523E-09	8.77523E-09
0.466478	4.50612	109	53	8.67688E-09	8.67688E-09
0.669398	-0.569104	36	13	0.00888448	0.00888448
0.229509	2.10029	1841	1955	3.52331E-08	3.52331E-08
0.653473	2.96847	9	92	3.82421E-10	3.82421E-10
3.82519	-3.65969	20	84	0.00670028	0.00670028
0.0245544	3.66681	20	1210	1.99624E-314	1.99624E-314
0.17792	0.731684	76	66	0.0107072	0.0107072
2.06429	-4.04854	81	4080	0.00349111	0.00347268
0.172859	0.933904	409	960	3.8376E-07	3.8376E-07
0.237943	-3.448	17	32	5.92319E-07	5.92319E-07
1.22	-0.135858	397	26	0.000543272	0.000543272
0.336319	3.73657	147	1168	2.38794E-24	2.38794E-24
1.49838	-2.80604	20	15	0.00186922	0.00186922
0.92133	3.03557	15	10	0.002837	0.002837
3.30063	0.669975	593	117	0.00195414	0.00195414
3.12386	1.97722	15	32	0.00671775	0.00671775
2.27745	-3.13266	20	241	0.0130216	0.0130216
0.328515	3.26531	385	236	4.86241E-08	4.86241E-08
2.9722	3.61781	114	8	0.0265221	0.0265221
1.16668	-2.69304	51	248	0.00518198	0.00518198
3.29468	0.94271	248	318	0.00127075	0.00127075
0.23212	-2.79324	1419	66	5.90589E-33	5.90589E-33
2.84409	-4.05748	265	1125	0.000333314	0.000333314
0.283132	-2.52342	8	7	0.000289503	0.000289503
0.133175	1.82944	166	546	6.9056E-17	6.9056E-17
3.26589	-3.04029	8	45	0.0251545	0.0251545
2.59837	4.35874	10	7	0.0035944	0.0035944
0.0668021	3.71357	7	91	4.22098E-64	4.22098E-64
2.79882	2.32142	78	123	0.00126527	0.00126527
1.64189	-2.36794	137	38	0.00019029	0.00019029
0.998232	4.52702	10	132	2.80988E-12	2.80988E-12
1.36431	-1.46435	15	422	0.00649537	0.00649537
3.80156	-3.61536	244	778	0.00049899	0.00049899
1.75373	-4.46786	59	10	8.66415E-07	8.66415E-07
0.307834	-0.193652	753	242	0.000231077	0.000231077
0.187353	-1.12288	1826	1928	4.73628E-05	4.73628E-05
3.04537	2.00407	2512	3096	7.3767E-05	7.3767E-05
2.14429	1.8772	140	26	0.0122034	0.0122034
1.38597	-0.347092	960	114	0.000364912	0.000364912
3.82081	4.00067	1172	2175	1.64366E-05	1.64366E-05
2.1785	1.92173	475	702	0.000279875	0.000279875
0.0912679	1.50249	596	3791	1.58164E-29	1.58164E-29
1.3439	-3.90037	9	21	0.00253261	0.00253261
0.124213	-1.08032	290	199	3.08754E-06	3.08754E-06
0.35768	-3.65377	279	89	3.47471E-16	3.47471E-16
2.77383	-1.42262	94	4435	0.000885859	0.000894447
0.826107	2.38048	9	3	0.0895829	0.0895829
1.82777	1.33158	66	1645	1.66727E-05	1.66727E-05
1.51563	1.41992	1	39	0.000384511	0.000384511
0.151487	-1.49872	700	68	9.49094E-22	9.49094E-22
0.663764	0.0508867	5	51	0.00292619	0.00292619
0.954686	-1.90347	1539	38	1.11969E-09	1.11969E-09
0.0124886	1.20673	14	66	3.9871E-24	3.9871E-24
0.31667	0.110642	1750	321	5.11079E-05	5.11079E-05
1.44016	4.01862	185	146	2.95601E-05	2.95601E-05
0.644575	3.33897	661	27	0.0183897	0.0183897
1.09713	-1.20846	371	88	0.000224867	0.000224867
0.0684794	1.18781	63	887	4.54434E-41	4.54434E-41
3.69933	1.5326	79	525	0.00061744	0.00061744
0.905743	2.37999	135	144	0.00023195	0.00023195
0.163392	1.71729	624	201	0.0023438	0.0023438
0.00151978	-1.89228	75	700	0.000964862	0.000964862
0.0149316	-2.6699	435	98	7.47188E-156	7.47188E-156
0.33177	4.58764	533	47	2.3506E-05	2.3506E-05
1.21718	-1.36781	63	115	0.00695977	0.00695977
0.0983119	-2.57819	61	8	1.8001E-26	1.8001E-26
2.78052	-0.957597	79	203	0.00419362	0.00419362
0.954134	4.12832	42	46	2.46733E-06	2.46733E-06
2.21598	3.39329	292	494	4.59199E-05	4.59199E-05
0.105305	2.2792	117	4	0.0215661	0.0215661
0.0162607	-1.76848	37	186	0.0465755	0.0465755
0.974074	3.9964	66	1246	1.7103E-13	1.7103E-13
3.33542	-3.27726	451	680	0.000235292	0.000235292
0.361063	0.909192	15	362	7.27289E-11	7.27289E-11
0.552086	-0.500549	2487	64	1.92013E-09	1.9201E-09
3.31219	-3.9223	303	585	0.000220343	0.000220343
2.21722	-2.67521	65	549	0.00430734	0.00430734
3.88887	0.0991073	409	241	0.00130156	0.00130156
1.28599	-1.30405	84	382	0.00499062	0.00499062
1.07707	3.57513	131	4	0.0880815	0.0880799
3.71263	-1.1477	207	4	0.0016574	0.00165738
1.01865	-2.00689	13	1051	0.00203782	0.00203705
0.145786	-0.419573	43	1008	4.14151E-12	4.14151E-12
1.95967	-1.05748	617	4307	0.000432018	0.000432018
1.65619	3.39717	168	128	0.000228608	0.000228608
1.77229	2.36167	342	395	0.000279105	0.000279105
1.77487	-1.99485	71	102	0.00339398	0.00339398
0.0149274	3.02965	314	88	1.06657E-22	1.06657E-22
2.0816	-2.23216	9	2	0.00860427	0.00860427
0.33113	2.11815	246	126	0.00038667	0.00038667
0.105416	2.9423	27	25	2.9194E-11	2.9194E-11
1.91837	2.92951	11	420	4.83774E-07	4.83774E-07
1.4338	2.5263	43	75	0.000470811	0.000470811
2.72492	0.463466	754	2516	0.00024988	0.00024988
1.2309	0.0704312	30	10	0.0301639	0.0301639
2.15483	2.2797	36	112	0.000681742	0.000681742
0.708877	1.02798	27	5	0.0733308	0.0733308
0.000508356	-4.50762	11	27	2.31983E-13	2.31983E-13
0.11387	0.967443	74	48	0.013748	0.013748
2.81431	-0.450615	1284	1193	0.000366129	0.000366129
3.63342	2.91607	1433	190	0.00111713	0.00111713
2.61394	-3.44743	653	258	3.43877E-05	3.43877E-05
2.69049	4.0656	16	16	0.00158388	0.00158388
1.67766	-2.79131	9	38	0.0253597	0.0253597
1.83922	-2.78462	107	17	6.80699E-05	6.80699E-05
1.61834	3.7007	32	61	4.99002E-05	4.99002E-05
0.638944	3.93818	1956	5634	1.15207E-12	1.15207E-12
1.75269	0.157152	100	26	0.00963282	0.00963282
1.99788	-0.986422	6	16	0.0610287	0.0610287
2.4041	-2.18315	19	77	0.0147965	0.0147965
3.11014	1.89223	320	10	0.0152421	0.0152421
0.0238357	-2.36377	229	2463	0.0112211	0.0112211
0.928337	-2.57213	16	758	0.0106859	0.0106859
0.158983	-3.15041	105	16	7.80447E-28	7.80447E-28
3.31657	-0.685883	43	3054	0.000752345	0.000748924
0.441743	-1.04213	11	20	0.06274	0.06274
0.996434	-4.3549	7	9	0.00013249	0.00013249
1.16703	3.65319	19	9	0.00259468	0.00259468
0.216335	-2.04252	709	1906	0.000130217	0.000130217
3.3488	-1.0519	180	34	0.0025204	0.0025204
1.61142	-0.0856562	64	3768	3.63137E-05	3.664E-05
0.0903575	-2.23002	2562	5382	3.95607E-09	3.95607E-09
3.6788	0.483286	626	239	0.00116448	0.00116448
0.154242	1.36587	67	270	3.98963E-12	3.98963E-12
0.114784	-3.73522	33	147	5.16175E-09	5.16175E-09
0.0433282	-1.95187	9	77	0.105107	0.105107
0.111953	4.56768	135	26	7.91851E-13	7.91851E-13
3.8447	-4.09184	13	27	0.00558575	0.00558575
3.16686	3.87918	57	85	0.000371637	0.000371637
0.700037	2.19266	102	117	0.000197168	0.000197168
0.17948	2.3267	3	2	0.0700551	0.0700551
0.0848662	-1.48033	42	544	0.000132805	0.000132805
0.0706289	1.2857	164	32	0.0250128	0.0250128
0.0914727	-4.43329	4565	64	3.61275E-162	3.61517E-162
0.853947	3.93058	13	9	0.000194494	0.000194494
3.83762	0.215945	206	72	0.00347497	0.00347497
1.23337	-1.06237	77	131	0.00657223	0.00657223
0.132979	0.349703	36	531	5.53822E-15	5.53822E-15
0.177043	3.31279	22	36	1.15154E-14	1.15154E-14
2.7843	3.51757	156	36	0.00388142	0.00388142
0.801154	-4.08411	93	189	6.74378E-06	6.74378E-06
2.12576	2.99579	8	11	0.00530301	0.00530301
3.59776	-0.518039	164	335	0.00189759	0.00189759
0.406352	-1.68828	20	4	2.52577E-05	2.52577E-05
1.04226	2.11385	64	53	0.00237954	0.00237954
1.70481	3.95042	260	49	0.00165143	0.00165143
1.20901	0.988175	89	20	0.0194522	0.0194522
0.159931	3.9919	3053	8724	1.67035E-38	1.67035E-38
2.63746	1.65006	262	13	0.0136946	0.0136946
0.118284	2.52234	79	84	1.89997E-12	1.89997E-12
0.970861	-1.7716	322	105	7.1598E-05	7.1598E-05
0.493936	-4.06076	13	95	0.00134066	0.00134066
2.07224	2.97398	124	25	0.00853113	0.00853113
0.122216	-1.40386	62	22	2.83199E-09	2.83199E-09
1.20266	1.77985	95	42	0.00850453	0.00850453
0.373022	-4.12707	58	18	4.61976E-16	4.61976E-16
2.15031	3.84053	82	49	0.000703619	0.000703619
1.04756	-0.221967	10	33	0.0311957	0.0311957
2.02826	-2.41555	32	29	0.0040011	0.0040011
1.06654	2.89043	4	30	7.16373E-06	7.16373E-06
1.95861	-0.698967	67	243	0.00493927	0.00493927
2.89139	-4.50079	36	15	0.000166564	0.000166564
0.338137	0.825258	472	782	0.000173677	0.000173677
0.0289875	-3.84024	290	644	3.47433E-61	3.47433E-61
0.643113	-0.201856	10	90	0.00322691	0.00322691
3.60699	2.5026	46	478	0.000194667	0.000194667
3.98367	-4.07338	182	84	0.000183596	0.000183596
1.10365	4.4371	227	1211	9.52396E-11	9.52396E-11
1.41714	4.37833	43	33	5.66796E-05	5.66796E-05
3.28003	3.18958	613	7150	3.02882E-06	3.02876E-06
2.44684	2.74379	338	1614	2.06555E-05	2.06555E-05
0.0986775	-3.22994	20	3	4.08456E-19	4.08456E-19
2.06262	-3.41339	85	86	0.000403537	0.000403537
0.198672	4.00677	5677	81	0.0105889	0.00938799
0.00831053	0.565845	505	113	1.14901E-12	1.14901E-12
1.42534	-0.375898	110	72	0.00610036	0.00610036
1.41385	3.32318	362	2690	4.65314E-08	4.65314E-08
0.948252	-2.20989	2	94	0.0522885	0.0522878
1.65499	-4.07169	75	318	0.000650372	0.000650372
1.45664	-2.40439	144	19	2.78347E-05	2.78347E-05
3.49736	3.88949	27	9	0.0109537	0.0109537
3.59937	-0.308832	986	544	0.000535282	0.000535282
1.93548	-0.00242559	10	7	0.0633176	0.0633176
0.882296	-4.22977	60	43	2.04426E-07	2.04426E-07
0.88965	3.72546	843	753	7.07631E-07	7.07631E-07
0.106775	-1.89015	5	45	0.127502	0.127502
2.24887	3.07591	934	1234	4.10638E-05	4.10638E-05
0.0360429	2.484	901	32	0.00016138	0.00016138
1.05557	-2.00408	5	78	0.0574237	0.0574237
0.0165877	-3.97797	38	1291	0.00588753	0.00592299
1.16973	3.64522	6	28	2.70512E-06	2.70512E-06
1.29439	-3.68673	106	301	0.000309544	0.000309544
1.02263	-1.9824	13	56	0.0320291	0.0320291
3.48105	-3.63481	78	5	0.000150733	0.000150733
1.79761	3.4421	17	72	3.37902E-05	3.37902E-05
0.643203	-3.84951	154	124	2.48112E-08	2.48112E-08
1.19688	1.1261	98	91	0.00486543	0.00486543
0.0929309	2.67779	2044	91	0.0056311	0.0056311
2.94813	2.29624	359	316	0.000623115	0.000623115
0.201786	-3.14627	19	13	6.36661E-10	6.36661E-10
2.62567	-3.51298	444	260	6.65827E-05	6.65827E-05
0.991791	-0.8756	57	97	0.0103955	0.0103955
0.319612	2.13176	436	19	0.00879402	0.00879402
2.9952	-3.11286	114	91	0.000714436	0.000714436
1.03157	-0.508271	74	5	0.000945874	0.000945874
0.849658	-1.83966	54	58	0.00259843	0.00259843
3.69088	1.34718	319	1390	0.000272641	0.000272641
0.202517	-3.93556	72	1230	0.000815464	0.000815464
3.60337	1.91933	205	74	0.00345082	0.00345082
0.0478477	1.64142	9	11	0.000230081	0.000230081
3.72954	0.752597	826	37	0.00275931	0.00275931
0.444291	-0.0508851	55	566	4.1329E-05	4.1329E-05
0.0837829	-4.42973	156	1446	2.83289E-14	2.83289E-14
1.14668	-2.56446	568	87	9.79742E-07	9.79742E-07
0.0084673	-3.66553	8	38	1.82207E-05	1.81851E-05
0.83476	-3.80738	5	8	0.00134677	0.00134677
0.263261	3.07369	49	113	8.25869E-14	8.25869E-14
1.20392	2.92483	10	5	0.0204601	0.0204601
3.55314	-2.02757	8	177	0.0228328	0.0228328
0.192477	1.32381	5582	775	0.000446131	0.000446131
